accession,country,location,description,scientific_name,bio_material,culture_collection,specimen_voucher,institution_codeA,collection_codeA,material_id,institution_codeB,collection_codeB,specimen_id,sample_accession,study_accession
MG680022,"France:Brittany, Loctudy (Atlantic coast)",47.81 N 4.17 W,"Acanthochitona crinita voucher CSUF_DE_6678 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.",Acanthochitona crinita,CSUF_DNA_DE_6678,,CSUF_DE_6678,,,CSUF_DNA_DE_6678,,,CSUF_DE_6678,,
MG680023,"France:Nouvelle-Aquitaine, Pointe du Chay (Atlantic coast)",46.11 N 1.14 W,"Acanthochitona crinita voucher CSUF_DE_6679 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.",Acanthochitona crinita,CSUF_DNA_DE_6679,,CSUF_DE_6679,,,CSUF_DNA_DE_6679,,,CSUF_DE_6679,,
MG680024,"France:Saint-Germain-la-Ville, Les Pierrieres (Atlantic coast)",45.64 N 1.09 W,"Acanthochitona crinita voucher CSUF_DE_6685 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.",Acanthochitona crinita,CSUF_DNA_DE_6685,,CSUF_DE_6685,,,CSUF_DNA_DE_6685,,,CSUF_DE_6685,,
MG680025,"France:Saint-Germain-la-Ville, Les Pierrieres (Atlantic coast)",45.64 N 1.09 W,"Acanthochitona crinita voucher CSUF_DE_6686 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.",Acanthochitona crinita,CSUF_DNA_DE_6686,,CSUF_DE_6686,,,CSUF_DNA_DE_6686,,,CSUF_DE_6686,,
MG680026,Spain:Cantabria; San Vicente de la Barquera (north Atlantic coast),43.39 N 4.39 W,"Acanthochitona crinita voucher CSUF_DE_6692 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.",Acanthochitona crinita,CSUF_DNA_DE_6692,,CSUF_DE_6692,,,CSUF_DNA_DE_6692,,,CSUF_DE_6692,,
MG680027,"Spain:Galicia, A Coruna (northwest Atlantic coast)",43.34 N 8.36 W,"Acanthochitona crinita voucher CSUF_DE_6698 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.",Acanthochitona crinita,CSUF_DNA_DE_6698,,CSUF_DE_6698,,,CSUF_DNA_DE_6698,,,CSUF_DE_6698,,
MG680028,"Spain:Galicia, A Coruna (northwest Atlantic coast)",43.34 N 8.36 W,"Acanthochitona crinita voucher CSUF_DE_6699 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.",Acanthochitona crinita,CSUF_DNA_DE_6699,,CSUF_DE_6699,,,CSUF_DNA_DE_6699,,,CSUF_DE_6699,,
MG680029,"Spain:Galicia, A Coruna (northwest Atlantic coast)",43.34 N 8.36 W,"Acanthochitona crinita voucher CSUF_DE_6700 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.",Acanthochitona crinita,CSUF_DNA_DE_6700,,CSUF_DE_6700,,,CSUF_DNA_DE_6700,,,CSUF_DE_6700,,
MG680030,"Spain:Galicia, A Coruna (northwest Atlantic coast)",43.34 N 8.36 W,"Acanthochitona crinita voucher CSUF_DE_6701 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.",Acanthochitona crinita,CSUF_DNA_DE_6701,,CSUF_DE_6701,,,CSUF_DNA_DE_6701,,,CSUF_DE_6701,,
MG680060,"USA:CA; Los Angeles Co., off San Pedro",33.67 N 118.22 W,"Dendrochiton thamnoporus voucher CSUF_DE_5611 16S ribosomal RNA gene, partial sequence; mitochondrial.",Dendrochiton thamnoporus,CSUF_DNA_DE_5611,,CSUF_DE_5611,,,CSUF_DNA_DE_5611,,,CSUF_DE_5611,,
MG680061,"USA:CA; Los Angeles Co., off San Pedro",33.67 N 118.22 W,"Dendrochiton thamnoporus voucher CSUF_DE_5612 16S ribosomal RNA gene, partial sequence; mitochondrial.",Dendrochiton thamnoporus,CSUF_DNA_DE_5612,,CSUF_DE_5612,,,CSUF_DNA_DE_5612,,,CSUF_DE_5612,,
MG680062,"USA:CA; Los Angeles Co., off San Pedro",33.67 N 118.22 W,"Mopalia acuta voucher CSUF_DE_5610 16S ribosomal RNA gene, partial sequence; mitochondrial.",Mopalia acuta,CSUF_DNA_DE_5610,,CSUF_DE_5610,,,CSUF_DNA_DE_5610,,,CSUF_DE_5610,,
MG680087,"USA:CA; Los Angeles Co., off San Pedro",33.67 N 118.22 W,"Dendrochiton thamnoporus voucher CSUF_DE_5611 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.",Dendrochiton thamnoporus,CSUF_DNA_DE_5611,,CSUF_DE_5611,,,CSUF_DNA_DE_5611,,,CSUF_DE_5611,,
MG680088,"USA:CA; Los Angeles Co., off San Pedro",33.67 N 118.22 W,"Dendrochiton thamnoporus voucher CSUF_DE_5612 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.",Dendrochiton thamnoporus,CSUF_DNA_DE_5612,,CSUF_DE_5612,,,CSUF_DNA_DE_5612,,,CSUF_DE_5612,,
MG680089,"USA:CA; Los Angeles Co., off San Pedro",33.67 N 118.22 W,"Mopalia acuta voucher CSUF_DE_5610 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.",Mopalia acuta,CSUF_DNA_DE_5610,,CSUF_DE_5610,,,CSUF_DNA_DE_5610,,,CSUF_DE_5610,,
MH013279,Portugal:Madeira Isl.,32.79 N 16.85 W,"Caulotrupis ficvorator ficvorator voucher ZFMK-TIS-26154 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial.",Caulotrupis ficvorator ficvorator,ZFMK-DNA-0169166942,,ZFMK-TIS-26154,,,ZFMK-DNA-0169166942,,,ZFMK-TIS-26154,,
MH013280,Portugal:Madeira Isl.,32.51 N 16.5 W,"Caulotrupis ficvorator isambertoi voucher ZFMK-TIS-26157 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial.",Caulotrupis ficvorator isambertoi,ZFMK-DNA-0169166928,,ZFMK-TIS-26157,,,ZFMK-DNA-0169166928,,,ZFMK-TIS-26157,,
MH013281,Portugal:Madeira Isl.,32.59 N 16.54 W,"Caulotrupis xerophilus xerophilus voucher ZFMK-TIS-26159 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial.",Caulotrupis xerophilus xerophilus,ZFMK-DNA-0169166930,,ZFMK-TIS-26159,,,ZFMK-DNA-0169166930,,,ZFMK-TIS-26159,,
MH013282,Portugal:Madeira Isl.,32.56 N 16.54 W,"Caulotrupis xerophilus desertagrandensis voucher ZFMK-TIS-26161 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial.",Caulotrupis xerophilus desertagrandensis,ZFMK-DNA-0169166932,,ZFMK-TIS-26161,,,ZFMK-DNA-0169166932,,,ZFMK-TIS-26161,,
MH013283,Portugal:Madeira Isl.,32.75 N 16.7 W,"Caulotrupis lourencoensis voucher ZFMK-TIS-25870 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial.",Caulotrupis lourencoensis,ZFMK-DNA-FC17941540,,ZFMK-TIS-25870,,,ZFMK-DNA-FC17941540,,,ZFMK-TIS-25870,,
MH023419,"India:Kerala,Thiruvananthapuram,Poovachal",,"Theileria sp. isolate Sree_07 18S ribosomal RNA gene, partial sequence.",Theileria sp.,Blood,,CDIO_294_654,,,Blood,,,CDIO_294_654,,
MH023420,"India:Kerala,Uzhamalakkal",,"Avian leukosis virus ev/J isolate Sree_380 envelope protein (GP85) mRNA, partial cds.",Avian leukosis virus ev/J,Tissue,,CDIO_380_877,,,Tissue,,,CDIO_380_877,,
MH051951,"Spain:Canary Islands, Fuerteventura",28.4 N 14.06 W,"Pselactus caulium variipennis voucher ZFMK-TIS-23879 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial.",Pselactus caulium variipennis,ZFMK-DNA-0171661270,,ZFMK-TIS-23879,,,ZFMK-DNA-0171661270,,,ZFMK-TIS-23879,,
MH051952,"Spain:Canary Islands, Fuerteventura",28.22 N 14.22 W,"Amaurorhinus clermonti clermonti voucher ZFMK-TIS-23886 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial.",Amaurorhinus clermonti clermonti,ZFMK-DNA-0171661263,,ZFMK-TIS-23886,,,ZFMK-DNA-0171661263,,,ZFMK-TIS-23886,,
MH051954,Portugal:Madeira Isl.,32.64 N 16.95 W,"Pselactus spadix sulcipennis voucher ZFMK-TIS-26126 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial.",Pselactus spadix sulcipennis,ZFMK-DNA-0169166970,,ZFMK-TIS-26126,,,ZFMK-DNA-0169166970,,,ZFMK-TIS-26126,,
MH051956,"Portugal:Madeira, Ilhas Desertas Isl.",32.51 N 16.5 W,"Proeces acicula voucher ZFMK-TIS-26135 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial.",Proeces acicula,ZFMK-DNA-0169166954,,ZFMK-TIS-26135,,,ZFMK-DNA-0169166954,,,ZFMK-TIS-26135,,
MH051957,"Portugal:Madeira, Ilhas Desertas Isl.",32.51 N 16.51 W,"Amaurorhinus monizianus voucher ZFMK-TIS-26140 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial.",Amaurorhinus monizianus,ZFMK-DNA-0169166959,,ZFMK-TIS-26140,,,ZFMK-DNA-0169166959,,,ZFMK-TIS-26140,,
MH051958,Portugal:Madeira Isl.,32.79 N 16.85 W,"Caulotrupis lacertosus voucher ZFMK-TIS-26153 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial.",Caulotrupis lacertosus,ZFMK-DNA-0169166943,,ZFMK-TIS-26153,,,ZFMK-DNA-0169166943,,,ZFMK-TIS-26153,,
MH051959,"Portugal:Madeira, Ilhas Desertas Isl.",32.51 N 16.51 W,"Caulotrupis lucifugus voucher ZFMK-TIS-26155 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial.",Caulotrupis lucifugus,ZFMK-DNA-0169166941,,ZFMK-TIS-26155,,,ZFMK-DNA-0169166941,,,ZFMK-TIS-26155,,
MH051960,"Portugal:Madeira, Ilhas Desertas Isl.",32.51 N 16.5 W,"Caulotrupis impius voucher ZFMK-TIS-26156 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial.",Caulotrupis impius,ZFMK-DNA-0169166940,,ZFMK-TIS-26156,,,ZFMK-DNA-0169166940,,,ZFMK-TIS-26156,,
MH051961,"Portugal:Madeira, Ilhas Desertas Isl.",32.51 N 16.5 W,"Caulotrupis impius voucher ZFMK-TIS-26158 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial.",Caulotrupis impius,ZFMK-DNA-0169166929,,ZFMK-TIS-26158,,,ZFMK-DNA-0169166929,,,ZFMK-TIS-26158,,
MH051962,Portugal:Madeira Isl.,32.59 N 16.54 W,"Caulotrupis impius voucher ZFMK-TIS-26160 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial.",Caulotrupis impius,ZFMK-DNA-0169166931,,ZFMK-TIS-26160,,,ZFMK-DNA-0169166931,,,ZFMK-TIS-26160,,
MH051963,Portugal:Madeira Isl.,32.65 N 16.89 W,"Caulotrupis lucifugus voucher ZFMK-TIS-26163 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial.",Caulotrupis lucifugus,ZFMK-DNA-0169166934,,ZFMK-TIS-26163,,,ZFMK-DNA-0169166934,,,ZFMK-TIS-26163,,
MH051964,Portugal:Madeira Isl.,32.76 N 17.23 W,"Caulotrupis lacertosus voucher ZFMK-TIS-26164 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial.",Caulotrupis lacertosus,ZFMK-DNA-0169166935,,ZFMK-TIS-26164,,,ZFMK-DNA-0169166935,,,ZFMK-TIS-26164,,
MH051965,Portugal:Madeira Isl.,32.75 N 16.7 W,"Caulotrupis impius voucher 2823-PST_25869 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial.",Caulotrupis impius,ZFMK-DNA-FC17941532,,2823-PST_25869,,,ZFMK-DNA-FC17941532,,,2823-PST_25869,,
MH051966,Portugal:Madeira Isl.,32.81 N 16.87 W,"Caulotrupis cf. conicollis 2830-PST_4740 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial.",Caulotrupis cf. conicollis 2830-PST_4740,ZFMK-DNA-FC17941501,,2830-PST_4740,,,ZFMK-DNA-FC17941501,,,2830-PST_4740,,
MH051968,"Portugal:Madeira Isl., Porto Santo Isl.",33.05 N 16.37 W,"Caulotrupis impius voucher 2836-PST_4746 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial.",Caulotrupis impius,ZFMK-DNA-FC17941549,,2836-PST_4746,,,ZFMK-DNA-FC17941549,,,2836-PST_4746,,
MH051969,Portugal:Madeira Isl.,32.86 N 17.21 W,"Caulotrupis impius voucher SDEI_0010 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial.",Caulotrupis impius,DEI-DNA-2915-PST,,SDEI_0010,,,DEI-DNA-2915-PST,,,SDEI_0010,,
MH051970,Portugal:Madeira Isl.,32.77 N 16.82 W,"Caulotrupis impius voucher SDEI_0014 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial.",Caulotrupis impius,DEI-DNA-2919-PST,,SDEI_0014,,,DEI-DNA-2919-PST,,,SDEI_0014,,
MH051971,"Spain:Canary Islands, Lanzarote",29.2 N 13.48 W,"Pselactus caulium caulium voucher SDEI_0019 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial.",Pselactus caulium caulium,DEI-DNA-2924-PST,,SDEI_0019,,,DEI-DNA-2924-PST,,,SDEI_0019,,
MH051972,"Spain:Canary Islands, Lanzarote",29.22 N 13.46 W,"Pentatemnus arenarius voucher SDEI_0029 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial.",Pentatemnus arenarius,DEI-DNA-2934-PST,,SDEI_0029,,,DEI-DNA-2934-PST,,,SDEI_0029,,
MH051973,"Spain:Canary Islands, Lanzarote",29.2 N 13.42 W,"Onycholips bifurcatus voucher SDEI_0031 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial.",Onycholips bifurcatus,DEI-DNA-2936-PST,,SDEI_0031,,,DEI-DNA-2936-PST,,,SDEI_0031,,
MH051974,Portugal:Madeira Isl.,32.84 N 17.15 W,"Caulotrupis chevrolatii voucher SDEI_0042 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial.",Caulotrupis chevrolatii,DEI-DNA-2947-PST,,SDEI_0042,,,DEI-DNA-2947-PST,,,SDEI_0042,,
MH051975,Portugal:Madeira Isl.,32.69 N 17.12 W,"Caulotrupis lucifugus voucher SDEI_0094 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial.",Caulotrupis lucifugus,DEI-DNA-3000-PST,,SDEI_0094,,,DEI-DNA-3000-PST,,,SDEI_0094,,
MH051976,Portugal:Madeira Isl.,32.83 N 16.97 W,"Caulotrupis lucifugus voucher SDEI_0095 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial.",Caulotrupis lucifugus,DEI-DNA-3001-PST,,SDEI_0095,,,DEI-DNA-3001-PST,,,SDEI_0095,,
MH051977,Portugal:Madeira Isl.,32.83 N 16.96 W,"Caulotrupis conicollis voucher SDEI_0096 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial.",Caulotrupis conicollis,DEI-DNA-3002-PST,,SDEI_0096,,,DEI-DNA-3002-PST,,,SDEI_0096,,
MH051978,Portugal:Madeira Isl.,32.87 N 17.2 W,"Caulotrupis lacertosus voucher SDEI_0106 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial.",Caulotrupis lacertosus,DEI-DNA-3012-KRA,,SDEI_0106,,,DEI-DNA-3012-KRA,,,SDEI_0106,,
MH051979,Portugal:Madeira Isl.,32.86 N 17.2 W,"Caulotrupis sp. SDEI_0108 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial.",Caulotrupis sp. SDEI_0108,DEI-DNA-3014-KRA,,SDEI_0108,,,DEI-DNA-3014-KRA,,,SDEI_0108,,
MH093591,Bulgaria:Strandzha Mt.,,"Talpa martinorum isolate ZFMK-TIS-23033 cytochrome b (cytB) gene, partial cds; mitochondrial.",Talpa martinorum,ZFMK:DNA-FC19476453,,NMNHS 1047,ZFMK,,DNA-FC19476453,,,NMNHS 1047,,
MH093592,Bulgaria:Strandzha Mt.,,"Talpa martinorum isolate ZFMK-TIS-23034 cytochrome b (cytB) gene, partial cds; mitochondrial.",Talpa martinorum,ZFMK:DNA-FC19476461,,NMNHS 1048,ZFMK,,DNA-FC19476461,,,NMNHS 1048,,
MH093593,Bulgaria:Strandzha Mt.,,"Talpa martinorum isolate ZFMK-TIS-23035 cytochrome b (cytB) gene, partial cds; mitochondrial.",Talpa martinorum,ZFMK:DNA-FC19476469,,ZFMK-MAM-2017.1149,ZFMK,,DNA-FC19476469,,,ZFMK-MAM-2017.1149,,
MH093594,Bulgaria:Strandzha Mt.,,"Talpa martinorum isolate ZFMK-TIS-23036 cytochrome b (cytB) gene, partial cds; mitochondrial.",Talpa martinorum,ZFMK:DNA-FC19476382,,ZFMK-MAM-2017.1150,ZFMK,,DNA-FC19476382,,,ZFMK-MAM-2017.1150,,
MH093595,Bulgaria:Strandzha Mt.,,"Talpa martinorum isolate ZFMK-TIS-23037 cytochrome b (cytB) gene, partial cds; mitochondrial.",Talpa martinorum,ZFMK:DNA-FC19476390,,ZFMK-MAM-2017.1151,ZFMK,,DNA-FC19476390,,,ZFMK-MAM-2017.1151,,
MH093596,Bulgaria:Strandzha Mt.,,"Talpa martinorum isolate ZFMK-TIS-33755 cytochrome b (cytB) gene, partial cds; mitochondrial.",Talpa martinorum,ZFMK:DNA-FC19476398,,ZFMK-MAM-2017.1152,ZFMK,,DNA-FC19476398,,,ZFMK-MAM-2017.1152,,
MH093597,Bulgaria:Strandzha Mt.,,"Talpa martinorum isolate ZFMK-TIS-33756 cytochrome b (cytB) gene, partial cds; mitochondrial.",Talpa martinorum,ZFMK:DNA-FC19476406,,PMS 25631,ZFMK,,DNA-FC19476406,,,PMS 25631,,
MH093598,Bulgaria:Strandzha Mt.,,"Talpa martinorum isolate ZFMK-TIS-33758 cytochrome b (cytB) gene, partial cds; mitochondrial.",Talpa martinorum,ZFMK:DNA-FC19476422,,PMS 25633,ZFMK,,DNA-FC19476422,,,PMS 25633,,
MH433047,Spain,,"Ceutorhynchus canariensis voucher ZFMK:TIS-23883 16S ribosomal RNA gene, partial sequence; mitochondrial.",Ceutorhynchus pyrrhorhynchus canariensis,ZFMK:DNA-0100448123,,ZFMK:TIS-23883,ZFMK,,DNA-0100448123,ZFMK,,TIS-23883,,
MH433202,Spain,,"Ceutorhynchus canariensis voucher ZFMK:TIS-23883 28S ribosomal RNA gene, partial sequence.",Ceutorhynchus pyrrhorhynchus canariensis,ZFMK:DNA-0100448123,,ZFMK:TIS-23883,ZFMK,,DNA-0100448123,ZFMK,,TIS-23883,,
MH433347,Spain,,"Ceutorhynchus canariensis voucher ZFMK:TIS-23883 elongation factor 1-alpha (EF1a) gene, partial cds.",Ceutorhynchus pyrrhorhynchus canariensis,ZFMK:DNA-0100448123,,ZFMK:TIS-23883,ZFMK,,DNA-0100448123,ZFMK,,TIS-23883,,
MH433463,Spain,,"Ceutorhynchus canariensis voucher ZFMK:TIS-23883 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial.",Ceutorhynchus pyrrhorhynchus canariensis,ZFMK:DNA-0100448123,,ZFMK:TIS-23883,ZFMK,,DNA-0100448123,ZFMK,,TIS-23883,,
MH479406,India,25.61 N 85.13 E,"Leishmania donovani hypothetical protein mRNA, partial cds.",Leishmania donovani,RMRIMS:k/785/17 sN 669,,Ld/669/K/785/17,RMRIMS,,k/785/17 sN 669,,,Ld/669/K/785/17,,
MH618682,Portugal:Madeira,32.71 N 16.77 W,"Rhopalomesites euphorbiae voucher 25872 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial.",Rhopalomesites euphorbiae,ZFMK:DNA-FC17941556,,25872,ZFMK,,DNA-FC17941556,,,25872,,
MH618683,"Spain:Canary Islands, El Hierro",27.82 N 17.96 W,"Mesites cf. fusiformis ZFMK-TIS-25890 voucher ZFMK:TIS-25890 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial.",Mesites cf. fusiformis ZFMK-TIS-25890,ZFMK:DNA-0169166912,,ZFMK:TIS-25890,ZFMK,,DNA-0169166912,ZFMK,,TIS-25890,,
MH644790,"Spain:Canary Islands, Lanzarote",29.22 N 13.46 W,"Mesites cf. fusiformis SDEI_0016 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial.",Mesites cf. fusiformis SDEI_0016,SDEI_2921-PST,,SDEI_0016,,,SDEI_2921-PST,,,SDEI_0016,,
MK111115,"Portugal:Azores, Sao Jorge Isl.",38.75 N 28.29 W,"Caulotrupis sp. SDEI_0215 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial.",Caulotrupis sp. SDEI_0215,SDEI-DNA-3129-PST,,SDEI_0215,,,SDEI-DNA-3129-PST,,,SDEI_0215,,
MK111116,"Portugal:Azores, Sao Jorge Isl.",38.75 N 28.29 W,"Caulotrupis sp. SDEI_0218 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial.",Caulotrupis sp. SDEI_0218,SDEI-DNA-3132-PST,,SDEI_0218,,,SDEI-DNA-3132-PST,,,SDEI_0218,,
MK335286,"Sri Lanka:Point Pedro, Northern Province, Indian Ocean",9.83 N 80.24 E,"Torpedo sp. 1 KJ-2019 voucher SL-28 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial.",Torpedo sp. 1 KJ-2019,BRT-I 0009,,SL-28,,,BRT-I 0009,,,SL-28,,
MK335287,"Sri Lanka:Point Pedro, Northern Province, Indian Ocean",9.83 N 80.24 E,"Narcine sp. 1 KJ-2019 voucher SL-29 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial.",Narcine sp. 1 KJ-2019,BRT-I 0010,,SL-29,,,BRT-I 0010,,,SL-29,,
MK335290,"Sri Lanka:Point Pedro, Northern Province, Indian Ocean",9.83 N 80.24 E,"Chiloscyllium sp. 1 KJ-2019 voucher SL-32 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial.",Chiloscyllium sp. 1 KJ-2019,BRT-I 0011,,SL-32,,,BRT-I 0011,,,SL-32,,
MK335302,"Sri Lanka:Point Pedro, Northern Province, Indian Ocean",9.83 N 80.24 E,"Negaprion acutidens voucher SL-45 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial.",Negaprion acutidens,BRT-I 0013,,SL-45,,,BRT-I 0013,,,SL-45,,
MK335312,"Sri Lanka:Point Pedro, Northern Province, Indian Ocean",9.83 N 80.24 E,"Torpedo sp. 1 KJ-2019 voucher SL-56 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial.",Torpedo sp. 1 KJ-2019,BRT-I 0014,,SL-56,,,BRT-I 0014,,,SL-56,,
MK335313,"Sri Lanka:Point Pedro, Northern Province, Indian Ocean",9.83 N 80.24 E,"Narcine sp. 1 KJ-2019 voucher SL-57 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial.",Narcine sp. 1 KJ-2019,BRT-I 0015,,SL-57,,,BRT-I 0015,,,SL-57,,
MK335322,"Sri Lanka:Vankalai, Northern Province, Gulf of Mannar, Indian Ocean",8.89 N 79.93 E,"Neotrygon indica voucher SL-67 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial.",Neotrygon indica,BRT-I 0016,,SL-67,,,BRT-I 0016,,,SL-67,,
MK335329,"Sri Lanka:Mutur, Eastern Province, Indian Ocean",8.46 N 81.27 E,"Gymnura cf. poecilura 2 KJ-2019 voucher SL-75 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial.",Gymnura cf. poecilura 2 KJ-2019,BRT-I 0017,,SL-75,,,BRT-I 0017,,,SL-75,,
MK335330,"Sri Lanka:Mutur, Eastern Province, Indian Ocean",8.46 N 81.27 E,"Hemipristis elongata voucher SL-78 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial.",Hemipristis elongata,BRT-I 0018,,SL-78,,,BRT-I 0018,,,SL-78,,
MK335331,"Sri Lanka:Mutur, Eastern Province, Indian Ocean",8.46 N 81.27 E,"Iago cf. omanensis 1 KJ-2019 voucher SL-79 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial.",Iago cf. omanensis 1 KJ-2019,BRT-I 0019,,SL-79,,,BRT-I 0019,,,SL-79,,
MK335332,"Sri Lanka:Mutur, Eastern Province, Indian Ocean",8.46 N 81.27 E,"Iago cf. omanensis 1 KJ-2019 voucher SL-80 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial.",Iago cf. omanensis 1 KJ-2019,BRT-I 0020,,SL-80,,,BRT-I 0020,,,SL-80,,
MK335339,"Sri Lanka:Mutur, Eastern Province, Indian Ocean",8.46 N 81.27 E,"Centrophorus cf. atromarginatus KJ-2019 voucher SL-87 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial.",Centrophorus cf. atromarginatus KJ-2019,BRT-I 0021,,SL-87,,,BRT-I 0021,,,SL-87,,
MK335342,"Sri Lanka:Mutur, Eastern Province, Indian Ocean",8.46 N 81.27 E,"Echinorhinus sp. 1 KJ-2019 voucher SL-90 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial.",Echinorhinus sp. 1 KJ-2019,BRT-I 0022,,SL-90,,,BRT-I 0022,,,SL-90,,
MK335343,"Sri Lanka:Mutur, Eastern Province, Indian Ocean",8.46 N 81.27 E,"Hexanchus griseus voucher SL-91 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial.",Hexanchus griseus,BRT-I 0023,,SL-91,,,BRT-I 0023,,,SL-91,,
MK335345,"Sri Lanka:Mutur, Eastern Province, Indian Ocean",8.46 N 81.27 E,"Centroscymnus owstoni voucher SL-93 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial.",Centroscymnus owstoni,BRT-I 0024,,SL-93,,,BRT-I 0024,,,SL-93,,
MK335347,"Sri Lanka:Mutur, Eastern Province, Indian Ocean",8.46 N 81.27 E,"Centrophorus uyato voucher SL-96 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial.",Centrophorus uyato,BRT-I 0026,,SL-96,,,BRT-I 0026,,,SL-96,,
MK335350,"Sri Lanka:Mutur, Eastern Province, Indian Ocean",8.46 N 81.27 E,"Acroteriobatus variegatus voucher SL-99 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial.",Acroteriobatus variegatus,BRT-I 0027,,SL-99,,,BRT-I 0027,,,SL-99,,
MK335352,"Sri Lanka:Mutur, Eastern Province, Indian Ocean",8.46 N 81.27 E,"Pateobatis jenkinsii voucher SL-101 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial.",Pateobatis jenkinsii,BRT-I 0028,,SL-101,,,BRT-I 0028,,,SL-101,,
MK335357,"Sri Lanka:Mutur, Eastern Province, Indian Ocean",8.46 N 81.27 E,"Planonasus indicus voucher SL-107 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial.",Planonasus indicus,BRT-I 0029,,SL-107,,,BRT-I 0029,,,SL-107,,
