accession,country,location,description,scientific_name,bio_material,culture_collection,specimen_voucher,institution_codeA,culture_id,institution_codeB,specimen_id,sample_accession,study_accession
MH457172,Thailand,,"Distoseptispora sp. JY-2018a voucher MFLU:18-1045 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.",Distoseptispora sp. JY-2018a,,MFLUCC:18-0415,MFLU:18-1045,MFLUCC,18-0415,MFLU,18-1045,,
MH457173,Thailand,,"Distoseptispora sp. JY-2018a voucher MFLU:18-1046 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.",Distoseptispora sp. JY-2018a,,MFLUCC:18-0417,MFLU:18-1046,MFLUCC,18-0417,MFLU,18-1046,,
MH457174,Thailand,,"Mucispora sp. YJ-2018a voucher MFLU:18-0142 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.",Mucispora sp. YJ-2018a,,MFLUCC:16-0866,MFLU:18-0142,MFLUCC,16-0866,MFLU,18-0142,,
MH463253,Thailand,,"Distoseptispora sp. JY-2018a voucher MFLU:18-1045 translation elongation factor 1-alpha (EF-1a) gene, partial cds.",Distoseptispora sp. JY-2018a,,MFLUCC:18-0415,MFLU:18-1045,MFLUCC,18-0415,MFLU,18-1045,,
MH463254,Thailand,,"Distoseptispora sp. JY-2018a voucher MFLU:18-1046 translation elongation factor 1-alpha (EF-1a) gene, partial cds.",Distoseptispora sp. JY-2018a,,MFLUCC:18-0417,MFLU:18-1046,MFLUCC,18-0417,MFLU,18-1046,,
MH463255,Thailand,,"Distoseptispora sp. JY-2018a voucher MFLU:18-1045 RNA polymerase II subunit 2 (RPB2) gene, partial cds.",Distoseptispora sp. JY-2018a,,MFLUCC:18-0415,MFLU:18-1045,MFLUCC,18-0415,MFLU,18-1045,,
MH463256,Thailand,,"Distoseptispora sp. JY-2018a voucher MFLU:18-1046 RNA polymerase II subunit 2 (RPB2) gene, partial cds.",Distoseptispora sp. JY-2018a,,MFLUCC:18-0417,MFLU:18-1046,MFLUCC,18-0417,MFLU,18-1046,,
MH497063,India,31.98 N 76.65 E,"Trichomerium sp. KS-2018a voucher AMH:9973 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.",Trichomerium sp. KS-2018a,,NFCCI:4305,AMH:9973,NFCCI,4305,AMH,9973,,
MH497068,India,31.98 N 76.65 E,"Trichomerium sp. KS-2018a voucher AMH:9973 large subunit ribosomal RNA gene, partial sequence.",Trichomerium sp. KS-2018a,,NFCCI:4305,AMH:9973,NFCCI,4305,AMH,9973,,
MH606221,Thailand,,"Acrogenospora sp. JY-2018 voucher MFLU:18-1129 small subunit ribosomal RNA gene, partial sequence.",Acrogenospora thailandica,,MFLUCC:17-2396,MFLU:18-1129,MFLUCC,17-2396,MFLU,18-1129,,
MH606223,Thailand,,"Acrogenospora sp. JY-2018 voucher MFLU:18-1129 large subunit ribosomal RNA gene, partial sequence.",Acrogenospora thailandica,,MFLUCC:17-2396,MFLU:18-1129,MFLUCC,17-2396,MFLU,18-1129,,
MH606234,Thailand,,"Acrogenospora sp. JY-2018 voucher MFLU:18-1129 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.",Acrogenospora thailandica,,MFLUCC:17-2396,MFLU:18-1129,MFLUCC,17-2396,MFLU,18-1129,,
MH618268,Indonesia,,"Colletotrichum scovillei voucher UOM COL1 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.",Colletotrichum scovillei,,CPC:30197,UOM COL1,CPC,30197,,UOM COL1,,
MH618269,Indonesia,,"Colletotrichum scovillei voucher UOMCOL2 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.",Colletotrichum scovillei,,CPC:30198,UOMCOL2,CPC,30198,,UOMCOL2,,
MH618270,Indonesia,,"Colletotrichum scovillei voucher UOMCOL3 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.",Colletotrichum scovillei,,CPC:30199,UOMCOL3,CPC,30199,,UOMCOL3,,
MH618271,Indonesia,,"Colletotrichum scovillei voucher UOMCOL4 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.",Colletotrichum scovillei,,CPC:30200,UOMCOL4,CPC,30200,,UOMCOL4,,
MH618272,Indonesia,,"Colletotrichum scovillei voucher UOMCOL5 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.",Colletotrichum scovillei,,CPC:30201,UOMCOL5,CPC,30201,,UOMCOL5,,
MH618273,Indonesia,,"Colletotrichum scovillei voucher UOMCOL6 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.",Colletotrichum scovillei,,CPC:30202,UOMCOL6,CPC,30202,,UOMCOL6,,
MH618274,Indonesia,,"Colletotrichum scovillei voucher UOMCOL9 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.",Colletotrichum scovillei,,CPC:30205,UOMCOL9,CPC,30205,,UOMCOL9,,
MH618275,Indonesia,,"Colletotrichum scovillei voucher UOMCOL10 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.",Colletotrichum scovillei,,CPC:30206,UOMCOL10,CPC,30206,,UOMCOL10,,
MH618276,Indonesia,,"Colletotrichum scovillei voucher UOMCOL19 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.",Colletotrichum scovillei,,CPC:30215,UOMCOL19,CPC,30215,,UOMCOL19,,
MH618277,Indonesia,,"Colletotrichum scovillei voucher UOMCOL20 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.",Colletotrichum scovillei,,CPC:30216,UOMCOL20,CPC,30216,,UOMCOL20,,
MH618278,Indonesia,,"Colletotrichum scovillei voucher UOMCOL21 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.",Colletotrichum scovillei,,CPC:30217,UOMCOL21,CPC,30217,,UOMCOL21,,
MH618279,Indonesia,,"Colletotrichum scovillei voucher UOMCOL22 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.",Colletotrichum scovillei,,CPC:30218,UOMCOL22,CPC,30218,,UOMCOL22,,
MH618280,Indonesia,,"Colletotrichum scovillei voucher UOMCOL23 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.",Colletotrichum scovillei,,CPC:30219,UOMCOL23,CPC,30219,,UOMCOL23,,
MH618281,Indonesia,,"Colletotrichum scovillei voucher UOMCOL24 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.",Colletotrichum scovillei,,CPC:30220,UOMCOL24,CPC,30220,,UOMCOL24,,
MH618282,Thailand,,"Colletotrichum scovillei voucher UOMCOL33 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.",Colletotrichum scovillei,,CPC:30229,UOMCOL33,CPC,30229,,UOMCOL33,,
MH618283,Thailand,,"Colletotrichum scovillei voucher UOMCOL34 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.",Colletotrichum scovillei,,CPC:30230,UOMCOL34,CPC,30230,,UOMCOL34,,
MH618284,Thailand,,"Colletotrichum scovillei voucher UOMCOL35 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.",Colletotrichum scovillei,,CPC:30231,UOMCOL35,CPC,30231,,UOMCOL35,,
MH618285,Thailand,,"Colletotrichum scovillei voucher UOMCOL36 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.",Colletotrichum scovillei,,CPC:30232,UOMCOL36,CPC,30232,,UOMCOL36,,
MH618334,Indonesia,,"Colletotrichum scovillei voucher UOM COL1 glyceraldehyde 3-phosphate dehydrogenase (GAPDH) gene, partial cds.",Colletotrichum scovillei,,CPC:30197,UOM COL1,CPC,30197,,UOM COL1,,
MH618335,Indonesia,,"Colletotrichum scovillei voucher UOM COL2 glyceraldehyde 3-phosphate dehydrogenase (GAPDH) gene, partial cds.",Colletotrichum scovillei,,CPC:30198,UOM COL2,CPC,30198,,UOM COL2,,
MH618336,Indonesia,,"Colletotrichum scovillei voucher UOM COL3 glyceraldehyde 3-phosphate dehydrogenase (GAPDH) gene, partial cds.",Colletotrichum scovillei,,CPC:30199,UOM COL3,CPC,30199,,UOM COL3,,
MH618337,Indonesia,,"Colletotrichum scovillei voucher UOM COL4 glyceraldehyde 3-phosphate dehydrogenase (GAPDH) gene, partial cds.",Colletotrichum scovillei,,CPC:30200,UOM COL4,CPC,30200,,UOM COL4,,
MH618338,Indonesia,,"Colletotrichum scovillei voucher UOM COL5 glyceraldehyde 3-phosphate dehydrogenase (GAPDH) gene, partial cds.",Colletotrichum scovillei,,CPC:30201,UOM COL5,CPC,30201,,UOM COL5,,
MH618339,Indonesia,,"Colletotrichum scovillei voucher UOM COL6 glyceraldehyde 3-phosphate dehydrogenase (GAPDH) gene, partial cds.",Colletotrichum scovillei,,CPC:30202,UOM COL6,CPC,30202,,UOM COL6,,
MH618340,Indonesia,,"Colletotrichum scovillei voucher UOM COL9 glyceraldehyde 3-phosphate dehydrogenase (GAPDH) gene, partial cds.",Colletotrichum scovillei,,CPC:30205,UOM COL9,CPC,30205,,UOM COL9,,
MH618341,Indonesia,,"Colletotrichum scovillei voucher UOM COL10 glyceraldehyde 3-phosphate dehydrogenase (GAPDH) gene, partial cds.",Colletotrichum scovillei,,CPC:30206,UOM COL10,CPC,30206,,UOM COL10,,
MH618342,Indonesia,,"Colletotrichum scovillei voucher UOM COL19 glyceraldehyde 3-phosphate dehydrogenase (GAPDH) gene, partial cds.",Colletotrichum scovillei,,CPC:30215,UOM COL19,CPC,30215,,UOM COL19,,
MH618343,Indonesia,,"Colletotrichum scovillei voucher UOM COL20 glyceraldehyde 3-phosphate dehydrogenase (GAPDH) gene, partial cds.",Colletotrichum scovillei,,CPC:30216,UOM COL20,CPC,30216,,UOM COL20,,
MH618344,Indonesia,,"Colletotrichum scovillei voucher UOM COL21 glyceraldehyde 3-phosphate dehydrogenase (GAPDH) gene, partial cds.",Colletotrichum scovillei,,CPC:30217,UOM COL21,CPC,30217,,UOM COL21,,
MH618345,Indonesia,,"Colletotrichum scovillei voucher UOM COL22 glyceraldehyde 3-phosphate dehydrogenase (GAPDH) gene, partial cds.",Colletotrichum scovillei,,CPC:30218,UOM COL22,CPC,30218,,UOM COL22,,
MH618346,Indonesia,,"Colletotrichum scovillei voucher UOM COL23 glyceraldehyde 3-phosphate dehydrogenase (GAPDH) gene, partial cds.",Colletotrichum scovillei,,CPC:30219,UOM COL23,CPC,30219,,UOM COL23,,
MH618347,Indonesia,,"Colletotrichum scovillei voucher UOM COL24 glyceraldehyde 3-phosphate dehydrogenase (GAPDH) gene, partial cds.",Colletotrichum scovillei,,CPC:30220,UOM COL24,CPC,30220,,UOM COL24,,
MH618348,Thailand,,"Colletotrichum scovillei voucher UOM COL33 glyceraldehyde 3-phosphate dehydrogenase (GAPDH) gene, partial cds.",Colletotrichum scovillei,,CPC:30229,UOM COL33,CPC,30229,,UOM COL33,,
MH618349,Thailand,,"Colletotrichum scovillei voucher UOM COL34 glyceraldehyde 3-phosphate dehydrogenase (GAPDH) gene, partial cds.",Colletotrichum scovillei,,CPC:30230,UOM COL34,CPC,30230,,UOM COL34,,
MH618350,Thailand,,"Colletotrichum scovillei voucher UOM COL35 glyceraldehyde 3-phosphate dehydrogenase (GAPDH) gene, partial cds.",Colletotrichum scovillei,,CPC:30231,UOM COL35,CPC,30231,,UOM COL35,,
MH618351,Thailand,,"Colletotrichum scovillei voucher UOM COL36 glyceraldehyde 3-phosphate dehydrogenase (GAPDH) gene, partial cds.",Colletotrichum scovillei,,CPC:30232,UOM COL36,CPC,30232,,UOM COL36,,
MH626449,Thailand,,"Acrogenospora sp. JY-2018 culture MFLUCC:17-2396 RNA polymerase II subunit 2 (RPB2) gene, partial cds.",Acrogenospora thailandica,,MFLUCC:17-2396,MFLU:18-1129,MFLUCC,17-2396,MFLU,18-1129,,
MH645881,Indonesia,,"Colletotrichum scovillei culture CPC:30197 actin (ACT) gene, partial cds.",Colletotrichum scovillei,,CPC:30197,UOM COL1,CPC,30197,,UOM COL1,,
MH645882,Indonesia,,"Colletotrichum scovillei culture CPC:30198 actin (ACT) gene, partial cds.",Colletotrichum scovillei,,CPC:30198,UOM COL2,CPC,30198,,UOM COL2,,
MH645883,Indonesia,,"Colletotrichum scovillei culture CPC:30199 actin (ACT) gene, partial cds.",Colletotrichum scovillei,,CPC:30199,UOM COL3,CPC,30199,,UOM COL3,,
MH645884,Indonesia,,"Colletotrichum scovillei culture CPC:30200 actin (ACT) gene, partial cds.",Colletotrichum scovillei,,CPC:30200,UOM COL4,CPC,30200,,UOM COL4,,
MH645885,Indonesia,,"Colletotrichum scovillei culture CPC:30201 actin (ACT) gene, partial cds.",Colletotrichum scovillei,,CPC:30201,UOM COL5,CPC,30201,,UOM COL5,,
MH645886,Indonesia,,"Colletotrichum scovillei culture CPC:30202 actin (ACT) gene, partial cds.",Colletotrichum scovillei,,CPC:30202,UOM COL6,CPC,30202,,UOM COL6,,
MH645887,Indonesia,,"Colletotrichum scovillei culture CPC:30205 actin (ACT) gene, partial cds.",Colletotrichum scovillei,,CPC:30205,UOM COL9,CPC,30205,,UOM COL9,,
MH645888,Indonesia,,"Colletotrichum scovillei culture CPC:30206 actin (ACT) gene, partial cds.",Colletotrichum scovillei,,CPC:30206,UOM COL10,CPC,30206,,UOM COL10,,
MH645889,Indonesia,,"Colletotrichum scovillei culture CPC:30215 actin (ACT) gene, partial cds.",Colletotrichum scovillei,,CPC:30215,UOM COL19,CPC,30215,,UOM COL19,,
MH645890,Indonesia,,"Colletotrichum scovillei culture CPC:30216 actin (ACT) gene, partial cds.",Colletotrichum scovillei,,CPC:30216,UOM COL20,CPC,30216,,UOM COL20,,
MH645891,Indonesia,,"Colletotrichum scovillei culture CPC:30217 actin (ACT) gene, partial cds.",Colletotrichum scovillei,,CPC:30217,UOM COL21,CPC,30217,,UOM COL21,,
MH645892,Indonesia,,"Colletotrichum scovillei culture CPC:30218 actin (ACT) gene, partial cds.",Colletotrichum scovillei,,CPC:30218,UOM COL22,CPC,30218,,UOM COL22,,
MH645893,Indonesia,,"Colletotrichum scovillei culture CPC:30219 actin (ACT) gene, partial cds.",Colletotrichum scovillei,,CPC:30219,UOM COL23,CPC,30219,,UOM COL23,,
MH645894,Indonesia,,"Colletotrichum scovillei culture CPC:30220 actin (ACT) gene, partial cds.",Colletotrichum scovillei,,CPC:30220,UOM COL24,CPC,30220,,UOM COL24,,
MH645895,Thailand,,"Colletotrichum scovillei culture CPC:30229 actin (ACT) gene, partial cds.",Colletotrichum scovillei,,CPC:30229,UOM COL33,CPC,30229,,UOM COL33,,
MH645896,Thailand,,"Colletotrichum scovillei culture CPC:30230 actin (ACT) gene, partial cds.",Colletotrichum scovillei,,CPC:30230,UOM COL34,CPC,30230,,UOM COL34,,
MH645897,Thailand,,"Colletotrichum scovillei culture CPC:30231 actin (ACT) gene, partial cds.",Colletotrichum scovillei,,CPC:30231,UOM COL35,CPC,30231,,UOM COL35,,
MH645898,Thailand,,"Colletotrichum scovillei culture CPC:30232 actin (ACT) gene, partial cds.",Colletotrichum scovillei,,CPC:30232,UOM COL36,CPC,30232,,UOM COL36,,
MH686347,Indonesia,,"Colletotrichum scovillei culture CPC:30197 chitin synthase 1 (CHS-1) gene, partial cds.",Colletotrichum scovillei,,CPC:30197,UOM COL1,CPC,30197,,UOM COL1,,
MH686348,Indonesia,,"Colletotrichum scovillei culture CPC:30198 chitin synthase 1 (CHS-1) gene, partial cds.",Colletotrichum scovillei,,CPC:30198,UOM COL2,CPC,30198,,UOM COL2,,
MH686349,Indonesia,,"Colletotrichum scovillei culture CPC:30199 chitin synthase 1 (CHS-1) gene, partial cds.",Colletotrichum scovillei,,CPC:30199,UOM COL3,CPC,30199,,UOM COL3,,
MH686350,Indonesia,,"Colletotrichum scovillei culture CPC:30200 chitin synthase 1 (CHS-1) gene, partial cds.",Colletotrichum scovillei,,CPC:30200,UOM COL4,CPC,30200,,UOM COL4,,
MH686351,Indonesia,,"Colletotrichum scovillei culture CPC:30201 chitin synthase 1 (CHS-1) gene, partial cds.",Colletotrichum scovillei,,CPC:30201,UOM COL5,CPC,30201,,UOM COL5,,
MH686352,Indonesia,,"Colletotrichum scovillei culture CPC:30202 chitin synthase 1 (CHS-1) gene, partial cds.",Colletotrichum scovillei,,CPC:30202,UOM COL6,CPC,30202,,UOM COL6,,
MH686353,Indonesia,,"Colletotrichum scovillei culture CPC:30205 chitin synthase 1 (CHS-1) gene, partial cds.",Colletotrichum scovillei,,CPC:30205,UOM COL9,CPC,30205,,UOM COL9,,
MH686354,Indonesia,,"Colletotrichum scovillei culture CPC:30206 chitin synthase 1 (CHS-1) gene, partial cds.",Colletotrichum scovillei,,CPC:30206,UOM COL10,CPC,30206,,UOM COL10,,
MH686355,Indonesia,,"Colletotrichum scovillei culture CPC:30215 chitin synthase 1 (CHS-1) gene, partial cds.",Colletotrichum scovillei,,CPC:30215,UOM COL19,CPC,30215,,UOM COL19,,
MH686356,Indonesia,,"Colletotrichum scovillei culture CPC:30216 chitin synthase 1 (CHS-1) gene, partial cds.",Colletotrichum scovillei,,CPC:30216,UOM COL20,CPC,30216,,UOM COL20,,
MH686357,Indonesia,,"Colletotrichum scovillei culture CPC:30217 chitin synthase 1 (CHS-1) gene, partial cds.",Colletotrichum scovillei,,CPC:30217,UOM COL21,CPC,30217,,UOM COL21,,
MH686358,Indonesia,,"Colletotrichum scovillei culture CPC:30218 chitin synthase 1 (CHS-1) gene, partial cds.",Colletotrichum scovillei,,CPC:30218,UOM COL22,CPC,30218,,UOM COL22,,
MH686359,Indonesia,,"Colletotrichum scovillei culture CPC:30219 chitin synthase 1 (CHS-1) gene, partial cds.",Colletotrichum scovillei,,CPC:30219,UOM COL23,CPC,30219,,UOM COL23,,
MH686360,Indonesia,,"Colletotrichum scovillei culture CPC:30220 chitin synthase 1 (CHS-1) gene, partial cds.",Colletotrichum scovillei,,CPC:30220,UOM COL24,CPC,30220,,UOM COL24,,
MH686361,Thailand,,"Colletotrichum scovillei culture CPC:30229 chitin synthase 1 (CHS-1) gene, partial cds.",Colletotrichum scovillei,,CPC:30229,UOM COL33,CPC,30229,,UOM COL33,,
MH686362,Thailand,,"Colletotrichum scovillei culture CPC:30230 chitin synthase 1 (CHS-1) gene, partial cds.",Colletotrichum scovillei,,CPC:30230,UOM COL34,CPC,30230,,UOM COL34,,
MH686363,Thailand,,"Colletotrichum scovillei culture CPC:30231 chitin synthase 1 (CHS-1) gene, partial cds.",Colletotrichum scovillei,,CPC:30231,UOM COL35,CPC,30231,,UOM COL35,,
MH686364,Thailand,,"Colletotrichum scovillei culture CPC:30232 chitin synthase 1 (CHS-1) gene, partial cds.",Colletotrichum scovillei,,CPC:30232,UOM COL36,CPC,30232,,UOM COL36,,
MH707452,Indonesia,,"Colletotrichum siamense culture CPC:30209 glyceraldehyde 3-phosphate dehydrogenase (GAPDH) gene, partial cds.",Colletotrichum siamense,,CPC:30209,UOM13,CPC,30209,,UOM13,,
MH707453,Indonesia,,"Colletotrichum siamense culture CPC:30210 glyceraldehyde 3-phosphate dehydrogenase (GAPDH) gene, partial cds.",Colletotrichum siamense,,CPC:30210,UOM14,CPC,30210,,UOM14,,
MH707454,Indonesia,,"Colletotrichum siamense culture CPC:30211 glyceraldehyde 3-phosphate dehydrogenase (GAPDH) gene, partial cds.",Colletotrichum siamense,,CPC:30211,UOM15,CPC,30211,,UOM15,,
MH707455,Indonesia,,"Colletotrichum siamense culture CPC:30212 glyceraldehyde 3-phosphate dehydrogenase (GAPDH) gene, partial cds.",Colletotrichum siamense,,CPC:30212,UOM16,CPC,30212,,UOM16,,
MH707459,Indonesia,,"Colletotrichum siamense culture CPC:30233 glyceraldehyde 3-phosphate dehydrogenase (GAPDH) gene, partial cds.",Colletotrichum siamense,,CPC:30233,UOM37,CPC,30233,,UOM37,,
MH707460,Indonesia,,"Colletotrichum siamense culture CPC:30234 glyceraldehyde 3-phosphate dehydrogenase (GAPDH) gene, partial cds.",Colletotrichum siamense,,CPC:30234,UOM38,CPC,30234,,UOM38,,
MH707461,Indonesia,,"Colletotrichum siamense culture CPC:30235 glyceraldehyde 3-phosphate dehydrogenase (GAPDH) gene, partial cds.",Colletotrichum siamense,,CPC:30235,UOM39,CPC,30235,,UOM39,,
MH707462,Indonesia,,"Colletotrichum siamense culture CPC:30236 glyceraldehyde 3-phosphate dehydrogenase (GAPDH) gene, partial cds.",Colletotrichum siamense,,CPC:30236,UOM40,CPC,30236,,UOM40,,
MH707471,Indonesia,,"Colletotrichum siamense culture CPC:30209 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.",Colletotrichum siamense,,CPC:30209,UOM 13,CPC,30209,,UOM 13,,
MH707472,Indonesia,,"Colletotrichum siamense culture CPC:30210 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.",Colletotrichum siamense,,CPC:30210,UOM 14,CPC,30210,,UOM 14,,
MH707473,Indonesia,,"Colletotrichum siamense culture CPC:30211 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.",Colletotrichum siamense,,CPC:30211,UOM15,CPC,30211,,UOM15,,
MH707474,Indonesia,,"Colletotrichum siamense culture CPC:30212 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.",Colletotrichum siamense,,CPC:30212,UOM 16,CPC,30212,,UOM 16,,
MH707475,Indonesia,,"Colletotrichum siamense culture CPC:30221 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.",Colletotrichum siamense,,CPC:30221,UOM 25,CPC,30221,,UOM 25,,
MH707476,Indonesia,,"Colletotrichum siamense culture CPC:30222 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.",Colletotrichum siamense,,CPC:30222,UOM26,CPC,30222,,UOM26,,
MH707477,Indonesia,,"Colletotrichum siamense culture CPC:30223 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.",Colletotrichum siamense,,CPC:30223,UOM27,CPC,30223,,UOM27,,
MH707478,Indonesia,,"Colletotrichum siamense culture CPC:30233 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.",Colletotrichum siamense,,CPC:30233,UOM37,CPC,30233,,UOM37,,
MH707479,Indonesia,,"Colletotrichum siamense culture CPC:30234 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.",Colletotrichum siamense,,CPC:30234,UOM38,CPC,30234,,UOM38,,
MH707480,Indonesia,,"Colletotrichum siamense culture CPC:30235 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.",Colletotrichum siamense,,CPC:30235,UOM39,CPC,30235,,UOM39,,
MH707481,Indonesia,,"Colletotrichum siamense culture CPC:30236 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.",Colletotrichum siamense,,CPC:30236,UOM40,CPC,30236,,UOM40,,
MH707568,Thailand,,"Colletotrichum scovillei culture CPC:30232 histone H3 (HIS3) gene, partial cds.",Colletotrichum scovillei,,CPC:30232,UOM COL36,CPC,30232,,UOM COL36,,
MH707569,Thailand,,"Colletotrichum scovillei culture CPC:30231 histone H3 (HIS3) gene, partial cds.",Colletotrichum scovillei,,CPC:30231,UOM COL35,CPC,30231,,UOM COL35,,
MH707570,Thailand,,"Colletotrichum scovillei culture CPC:30230 histone H3 (HIS3) gene, partial cds.",Colletotrichum scovillei,,CPC:30230,UOM COL34,CPC,30230,,UOM COL34,,
MH707571,Thailand,,"Colletotrichum scovillei culture CPC:30229 histone H3 (HIS3) gene, partial cds.",Colletotrichum scovillei,,CPC:30229,UOM COL33,CPC,30229,,UOM COL33,,
MH707572,Indonesia,,"Colletotrichum scovillei culture CPC:30220 histone H3 (HIS3) gene, partial cds.",Colletotrichum scovillei,,CPC:30220,UOM COL24,CPC,30220,,UOM COL24,,
MH707573,Indonesia,,"Colletotrichum scovillei culture CPC:30219 histone H3 (HIS3) gene, partial cds.",Colletotrichum scovillei,,CPC:30219,UOM COL23,CPC,30219,,UOM COL23,,
MH707574,Indonesia,,"Colletotrichum scovillei culture CPC:30218 histone H3 (HIS3) gene, partial cds.",Colletotrichum scovillei,,CPC:30218,UOM COL22,CPC,30218,,UOM COL22,,
MH707575,Indonesia,,"Colletotrichum scovillei culture CPC:30217 histone H3 (HIS3) gene, partial cds.",Colletotrichum scovillei,,CPC:30217,UOM COL21,CPC,30217,,UOM COL21,,
